question_id;question_text;survey_name;directorate
Q01000;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q01001;Berapa luas lahan yang diusahakan rumah tangga?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01002;Berapa luas lahan yang diusahakan rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q01003;Bagaimana kondisi bangunan tempat tinggal?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01004;Apakah Anda bekerja dalam seminggu terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01005;Berapa produksi komoditas utama musim panen terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01006;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01007;Berapa jumlah pekerja tetap di usaha ini?;Survei Industri;Direktorat Statistik Industri
Q01008;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01009;Bagaimana kondisi bangunan tempat tinggal?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01010;Apakah usaha memiliki izin resmi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01011;Apa jenis pekerjaan utama Anda?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01012;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei Industri;Direktorat Statistik Industri
Q01013;Apakah Anda menggunakan pupuk subsidi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01014;Apakah usaha memiliki izin resmi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01015;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01016;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01017;Apakah usaha memiliki izin resmi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01018;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01019;Apakah Anda menggunakan pupuk subsidi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01020;Apakah Anda menggunakan pupuk subsidi?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01021;Apakah rumah tangga memiliki akses sanitasi layak?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01022;Apakah usaha memiliki izin resmi?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01023;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01024;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01025;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01026;Apakah Anda menggunakan pupuk subsidi?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01027;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei Hortikultura;Direktorat Statistik Pertanian
Q01028;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01029;Apakah Anda menggunakan pupuk subsidi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01030;Berapa pendapatan usaha bulan lalu?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01031;Berapa produksi komoditas utama musim panen terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01032;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01033;Bagaimana kondisi bangunan tempat tinggal?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01034;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01035;Apakah Anda menggunakan pupuk subsidi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q01036;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01037;Berapa jarak ke fasilitas kesehatan terdekat?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01038;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01039;Apakah Anda menggunakan internet untuk kegiatan usaha?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01040;Apa hubungan Anda dengan kepala rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01041;Berapa jumlah pekerja tetap di usaha ini?;Survei Hortikultura;Direktorat Statistik Pertanian
Q01042;Berapa produksi komoditas utama musim panen terakhir?;Survei Industri;Direktorat Statistik Industri
Q01043;Apakah Anda menggunakan internet untuk kegiatan usaha?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01044;Berapa jarak ke fasilitas kesehatan terdekat?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01045;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01046;Berapa pendapatan usaha bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01047;Apa jenis pekerjaan utama Anda?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01048;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01049;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01050;Berapa pendapatan usaha bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01051;Berapa jumlah pekerja tetap di usaha ini?;Survei Industri;Direktorat Statistik Industri
Q01052;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01053;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01054;Apa hubungan Anda dengan kepala rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01055;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01056;Berapa jarak ke fasilitas kesehatan terdekat?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01057;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei Industri;Direktorat Statistik Industri
Q01058;Apa jenis pekerjaan utama Anda?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01059;Bagaimana kondisi bangunan tempat tinggal?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01060;Apakah rumah memiliki sumber air minum layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01061;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01062;Berapa luas lahan yang diusahakan rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01063;Apakah usaha memiliki izin resmi?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01064;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01065;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01066;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01067;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01068;Berapa jumlah pekerja tetap di usaha ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01069;Berapa pendapatan usaha bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01070;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01071;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01072;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01073;Apakah rumah tangga memiliki akses sanitasi layak?;Survei Hortikultura;Direktorat Statistik Pertanian
Q01074;Apa hubungan Anda dengan kepala rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01075;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei Industri;Direktorat Statistik Industri
Q01076;Berapa luas lahan yang diusahakan rumah tangga?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01077;Apakah rumah tangga memiliki akses sanitasi layak?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01078;Apakah Anda menggunakan internet untuk kegiatan usaha?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01079;Apa jenis pekerjaan utama Anda?;Survei Hortikultura;Direktorat Statistik Pertanian
Q01080;Apa hubungan Anda dengan kepala rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01081;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei Industri;Direktorat Statistik Industri
Q01082;Apa hubungan Anda dengan kepala rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01083;Berapa luas lahan yang diusahakan rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01084;Berapa jumlah pekerja tetap di usaha ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01085;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01086;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01087;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01088;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Industri;Direktorat Statistik Industri
Q01089;Berapa jumlah pekerja tetap di usaha ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01090;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01091;Berapa pendapatan usaha bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q01092;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01093;Bagaimana kondisi bangunan tempat tinggal?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01094;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01095;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01096;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01097;Apakah rumah memiliki sumber air minum layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01098;Berapa luas lahan yang diusahakan rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01099;Apakah rumah memiliki sumber air minum layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01100;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01101;Berapa produksi komoditas utama musim panen terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01102;Apa jenis pekerjaan utama Anda?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01103;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01104;Bagaimana kondisi bangunan tempat tinggal?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01105;Berapa produksi komoditas utama musim panen terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01106;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01107;Apakah Anda menggunakan pupuk subsidi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01108;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01109;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01110;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01111;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01112;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01113;Apakah rumah memiliki sumber air minum layak?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01114;Berapa pendapatan usaha bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01115;Apakah rumah memiliki sumber air minum layak?;Survei Industri;Direktorat Statistik Industri
Q01116;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q01117;Bagaimana kondisi bangunan tempat tinggal?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01118;Apakah usaha memiliki izin resmi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01119;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01120;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01121;Apakah rumah memiliki sumber air minum layak?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01122;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01123;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01124;Apa jenis pekerjaan utama Anda?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01125;Berapa jumlah pekerja tetap di usaha ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01126;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei Industri;Direktorat Statistik Industri
Q01127;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01128;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01129;Apakah usaha memiliki izin resmi?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q01130;Apakah Anda bekerja dalam seminggu terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01131;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01132;Bagaimana kondisi bangunan tempat tinggal?;Survei Industri;Direktorat Statistik Industri
Q01133;Apakah usaha memiliki izin resmi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01134;Apa hubungan Anda dengan kepala rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01135;Apakah Anda bekerja dalam seminggu terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01136;Berapa luas lahan yang diusahakan rumah tangga?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01137;Berapa jumlah pekerja tetap di usaha ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01138;Apa jenis pekerjaan utama Anda?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01139;Apakah rumah memiliki sumber air minum layak?;Survei Hortikultura;Direktorat Statistik Pertanian
Q01140;Bagaimana kondisi bangunan tempat tinggal?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01141;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01142;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01143;Apakah Anda menggunakan pupuk subsidi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01144;Berapa jarak ke fasilitas kesehatan terdekat?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01145;Apakah usaha memiliki izin resmi?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01146;Berapa pendapatan usaha bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q01147;Apakah Anda bekerja dalam seminggu terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01148;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01149;Apa jenis pekerjaan utama Anda?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01150;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei Industri;Direktorat Statistik Industri
Q01151;Bagaimana kondisi bangunan tempat tinggal?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01152;Apa jenis pekerjaan utama Anda?;Sensus Pertanian;Direktorat Statistik Pertanian
Q01153;Apakah Anda bekerja dalam seminggu terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01154;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01155;Berapa jumlah pekerja tetap di usaha ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01156;Berapa jumlah pekerja tetap di usaha ini?;Survei Industri;Direktorat Statistik Industri
Q01157;Berapa pendapatan usaha bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01158;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q01159;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01160;Apa hubungan Anda dengan kepala rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q01161;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01162;Apakah usaha memiliki izin resmi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01163;Apakah rumah tangga memiliki akses sanitasi layak?;Survei Industri;Direktorat Statistik Industri
Q01164;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01165;Apakah Anda menggunakan pupuk subsidi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q01166;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Industri;Direktorat Statistik Industri
Q01167;Apakah Anda menggunakan internet untuk kegiatan usaha?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q01168;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
